龍泉編碼	实体经名	中华藏编号	卷序号	实际卷数	起始册码	终止册码	
LQ0328	普賢菩薩行願讚 	ZH1308	1	1	65	65	
LQ1294	大吉祥天女十二契一百八名無垢大乘經 	ZH1309	1	1	65	65	
LQ1240-1	底哩三昧邪不動尊威怒王使者念誦法 	ZH1310	1	1	65	65	
LQ1240-2	底哩三昧耶不動使者念誦品(別本) 	ZH1311	1	1	65	65	
LQ1095	十一面觀自在菩薩心密言念誦儀軌經 	ZH1312	3	3	65	65	
LQ1044-1	一切如來心秘密全身舍利寶篋印陀羅尼經 	ZH1313	1	1	65	65	
LQ1170	佛說一切如來金剛壽命陀羅尼經 	ZH1314	1	1	65	65	
LQ1293-1	佛說大吉祥天女十二名號經 	ZH1315	1	1	65	65	
LQ1293-2	佛說大吉祥天女十二名號經(別本) 	ZH1316	1	1	65	65	
LQ1293-3	佛說大吉祥天女十二名號經(別本) 	ZH1317	1	1	65	65	
LQ0887	金剛頂瑜伽經十八會指歸 	ZH1318	1	1	65	65	
LQ0967	菩提場所說一字頂輪王經 	ZH1319	5	5	65	65	
LQ0888	略述金剛頂瑜伽分別聖位修證法門 	ZH1320	1	1	65	65	
LQ1004	佛母大孔雀明王經 	ZH1321	3	3	65	65	
LQ1014	大雲輪請雨經 	ZH1322	2	2	65	65	
LQ1201	佛說雨寶陀羅尼經 	ZH1323	1	1	65	65	
LQ1305-1	佛說穰麌梨童女經 	ZH1324	1	1	65	65	
LQ1305-2	觀自在菩薩化身蘘麌哩曳童女銷伏毒害陀羅尼經(別本) 	ZH1325	1	1	65	65	
LQ0800	慈氏菩薩所說大乘緣生稻[草-早+幹]喻經 	ZH1326	1	1	65	65	
LQ1029-1	大寶廣博樓閣善住秘密陀羅尼經 	ZH1327	3	3	65	65	
LQ1030	菩提場莊嚴陀羅尼經 	ZH1328	1	1	65	65	
LQ1370	除一切疾病陀羅尼經 	ZH1329	1	1	65	65	
LQ1372	能淨一切眼疾病陀羅尼經 	ZH1330	1	1	65	65	
LQ1354	佛說救拔焰口餓鬼陀羅尼經 	ZH1331	1	1	65	65	
LQ0358	佛說三十五佛名禮懺文 	ZH1332	1	1	65	65	
LQ1207	八大菩薩曼荼羅經 	ZH1333	1	1	65	65	
LQ1133	葉衣觀自在菩薩經 	ZH1334	1	1	65	65	
LQ1302	訶利帝母真言法 	ZH1335	1	1	65	65	
LQ1059	觀自在菩薩說普賢陀羅尼經 	ZH1337	1	1	65	65	
LQ0637	文殊問經字母品第十四 	ZH1338	1	1	65	65	
LQ0891	金剛頂蓮華部心念誦儀軌 	ZH1339	1	1	65	65	
LQ1078	金剛頂瑜伽千手千眼觀自在菩薩修行儀軌經 	ZH1340	1	1	65	65	
LQ0947	無量壽如來修觀行供養儀軌 	ZH1341	1	1	65	65	
LQ0938	阿閦如來念誦供養法 	ZH1342	1	1	65	65	
LQ0988	佛頂尊勝陀羅尼念誦儀軌法 	ZH1343	1	1	65	65	
LQ1156	金剛頂勝初瑜伽普賢菩薩念誦法 	ZH1344	1	1	65	65	
LQ1165	金剛王菩薩秘密念誦儀軌 	ZH1345	1	1	65	65	
LQ1157	普賢金剛薩埵瑜伽念誦儀 	ZH1346	1	1	65	65	
LQ1158	金剛頂瑜伽金剛薩埵五秘密修行念誦儀軌 	ZH1347	1	1	65	65	
LQ1158	金剛頂瑜伽金剛薩埵五秘密修行念誦儀軌 	ZH1347	1	1	65	65	
LQ1166	金剛壽命陀羅尼念誦法 	ZH1348	1	1	65	65	
LQ0972	瑜伽翳迦訖沙囉烏瑟尼沙斫訖囉真言安怛陀那儀則一字頂輪王瑜伽經 	ZH1349	1	1	65	65	
LQ1017	仁王般若念誦法 	ZH1350	1	1	65	65	
LQ0971-1	一字頂輪王念誦儀軌 	ZH1351	1	1	65	65	
LQ0971-1	一字頂輪王念誦儀軌 	ZH1351	1	1	65	65	
LQ0971-2	一字頂輪王念誦儀軌(別本) 	ZH1352	1	1	65	65	
LQ1117-1	觀自在菩薩如意輪念誦儀軌 	ZH1353	1	1	65	65	
LQ1117-2	觀自在如意輪菩薩念誦法 	ZH1354	1	1	65	65	
LQ1181	大虛空藏菩薩念誦法 	ZH1355	1	1	65	65	
LQ1054	瑜伽蓮華部念誦法 	ZH1356	1	1	65	65	
LQ1251	甘露軍荼利菩薩供養念誦成就儀軌 	ZH1357	1	1	65	65	
LQ1053	聖觀自在菩薩心真言瑜伽觀行儀軌 	ZH1358	1	1	65	65	
LQ1053	聖觀自在菩薩心真言瑜伽觀行儀軌 	ZH1358	1	1	65	65	
LQ1135	金剛頂經多羅菩薩念誦法 	ZH1359	1	1	65	65	
LQ1041	大方廣佛華嚴經入法界品四十二字觀門 	ZH1360	1	1	65	65	
LQ1235	大聖文殊師利菩薩讚佛法身禮并序 	ZH1361	1	1	65	65	
LQ0932	受菩提心戒儀 	ZH1362	1	1	65	65	
LQ0897	金剛頂瑜伽三十七尊禮 	ZH1363	1	1	65	65	
LQ0896	金剛頂經金剛界大道場毗盧遮那如來自受用身內證智眷屬法身異名佛最上乘秘密三摩地禮懺文 	ZH1364	1	1	65	65	
LQ1025	大樂金剛不空真實三昧邪經般若波羅蜜多理趣釋 	ZH1365	2	2	65	65	
LQ1025	大樂金剛不空真實三昧邪經般若波羅蜜多理趣釋 	ZH1365	2	2	65	65	
LQ1026	般若波羅蜜多理趣經大樂不空三昧真實金剛薩埵菩薩等一十七聖大曼荼羅義述 	ZH1366	1	1	65	65	
LQ0926-1	金剛頂瑜伽護摩儀軌 	ZH1367	1	1	65	65	
LQ0921-1	陀羅尼門諸部要目 	ZH1368	1	1	65	65	
LQ0921-2	都部陀羅尼目(別本) 	ZH1369	1	1	65	65	
LQ1712	大乘緣生論 	ZH1370	1	1	65	65	
LQ1103	七俱𦙘佛母所說准提陀羅尼經 	ZH1371	1	1	65	65	
LQ0444	大集大虛空藏菩薩所問經 	ZH1372	8	8	65	65	
LQ0272	仁王護國般若波羅蜜多經 	ZH1373	2	2	65	65	
LQ0272	仁王護國般若波羅蜜多經 	ZH1373	2	2	65	65	
LQ0351	大聖文殊師利菩薩佛刹功德莊嚴經 	ZH1374	3	3	65	65	
LQ1016	仁王護國般若波羅蜜多經陀羅尼念誦儀軌 	ZH1375	1	1	65	65	
LQ1022	成就妙法蓮華經王瑜伽觀智儀軌 	ZH1376	1	1	66	66	
LQ0776	大乘密嚴經 	ZH1377	3	3	66	66	
LQ1211	金剛頂超勝三界經說文殊五字真言勝相 	ZH1378	1	1	66	66	
LQ1213	五字陀羅尼頌 	ZH1379	1	1	66	66	
LQ1153-1	金剛頂勝初瑜伽經中略出大樂金剛薩埵念誦儀 	ZH1380	1	1	66	66	
LQ1152	大樂金剛薩埵修行成就儀軌 	ZH1381	1	1	66	66	
LQ1301	大藥叉女歡喜母并愛子成就法 	ZH1382	1	1	66	66	
LQ1191	普遍光明清淨熾盛如意寶印心無能勝大明王大隨求陀羅尼經(卷註:卷上 卷下) 	ZH1383	2	2	66	66
LQ1254-1	聖閻曼德迦威怒王立成大神驗念誦法 	ZH1384	1	1	66	66	
LQ1317	文殊師利菩薩根本大教王金翅鳥王品 	ZH1385	1	1	66	66	
LQ1129	不空[羅-維+絹]索毗盧遮那佛大灌頂光真言 	ZH1386	1	1	66	66	
LQ1266	大威怒烏蒭澀麽儀軌經 	ZH1387	1	1	66	66	
LQ1296-1	佛說摩利支天菩薩陀羅尼經 	ZH1388	1	1	66	66	
LQ1296-2	佛說摩利支天經(別本) 	ZH1389	1	1	66	66	
LQ1263-1	聖迦抳忿怒金剛童子菩薩成就儀軌經 	ZH1390	6	6	66	66	
LQ0671	佛為優填王說王法政論經 	ZH1391	1	1	66	66	
LQ0973	金剛頂經一字頂輪王瑜伽一切時處念誦成佛儀軌 	ZH1392	1	1	66	66	
LQ0761	大方廣如來藏經 	ZH1393	1	1	66	66	
LQ1143	佛說一髻尊陀羅尼經 	ZH1394	1	1	66	66	
LQ1318	速疾立验魔醯首罗天说阿尾奢法	ZH1395	1	1	66	66	
LQ0874	大日經略攝念誦隨行法 	ZH1396	1	1	66	66	
LQ0873	大毗盧遮那成佛神變加持經略示七支念誦隨行法 	ZH1397	1	1	66	66	
LQ1210-2	金剛頂經瑜伽文殊師利菩薩供養儀軌 	ZH1398	1	1	66	66	
LQ1214	大聖曼殊室利童子五字瑜伽法 	ZH1399	1	1	66	66	
LQ0593	佛說木槵經 	ZH1400	1	1	66	66	
LQ1062	金剛頂降三世大儀軌法王教中觀自在菩薩心真言一切如來蓮華大曼荼羅品 	ZH1401	1	1	66	66	
LQ1340	文殊師利菩薩及諸仙所說吉凶時日善惡宿曜經 	ZH1402	2	2	66	66	
LQ0949	金剛頂經觀自在王如來修行法 	ZH1403	1	1	66	66	
LQ0948	金剛頂經瑜伽觀自在王如來修行法 	ZH1404	1	1	66	66	
LQ1735	金剛頂瑜伽中發阿耨多羅三藐三菩提心論 	ZH1405	1	1	66	66	
LQ0898	瑜伽金剛頂經釋字母品 	ZH1406	1	1	66	66	
LQ1189	修習般若波羅蜜菩薩觀行念誦儀軌 	ZH1407	1	1	66	66	
LQ0965	一字金輪王佛頂要略念誦法 	ZH1408	1	1	66	66	
LQ1249	金剛頂瑜伽降三世成就極深密門 	ZH1409	1	1	66	66	
LQ1018	仁王般若陀羅尼釋 	ZH1410	1	1	66	66	
LQ1051	觀自在大悲成就瑜伽蓮華部念誦法門 	ZH1411	1	1	66	66	
LQ1010-1	佛說大孔雀明王畫像壇場儀軌 	ZH1412	1	1	66	66	
LQ1239	怒王念誦儀軌法品 	ZH1413	1	1	66	66	
LQ1295	末利支提婆華鬘經 	ZH1414	1	1	66	66	
LQ1307	大聖天歡喜雙身毗那夜迦法 	ZH1415	1	1	66	66	
LQ1118	觀自在菩薩如意輪瑜伽 	ZH1416	1	1	66	66	
LQ1360	瑜伽集要焰口施食儀 	ZH1417	1	1	66	66	
LQ0979	佛說熾盛光大威德消災吉祥陀羅尼經 	ZH1418	1	1	66	66	
LQ0291	大乘理趣六波羅蜜多經 	ZH1420	10	10	66	66	
LQ0685	大花嚴長者問佛那羅延力經 	ZH1421	1	1	66	66	
LQ3603	十六大阿羅漢因果識見頌 	ZH1422	1	1	66	66	
LQ0324	大方廣佛華嚴經 	ZH1424	40	40	66	66	
LQ0125	佛說十力經 	ZH1425	1	2	66	66	不同版本？
LQ0126	佛說佛十力經 	ZH1427	1	1	66	66	
LQ1020	佛說迴向輪經 	ZH1428	1	1	66	66	
LQ0318	佛說十地經 	ZH1429	9	9	66	66	
LQ1019	守護國界主陀羅尼經 	ZH1430	10	10	66	66	
LQ0219	大乘本生心地觀經	ZH1431	8	8	67	67	
LQ1215-1	大乘瑜伽金刚性海曼殊室利千臂千钵大教王經	ZH1432	10	10	67	67	
LQ0016	佛說大生義經	ZH1433	1	1	67	67	
LQ0109	佛說法印經	ZH1434	1	1	67	67	
LQ0727	佛說未曾有正法經	ZH1435	6	6	67	67	
LQ0165	佛說分別緣生經	ZH1436	1	1	67	67	
LQ0088	佛說分別布施經	ZH1437	1	1	67	67	
LQ0464	佛說大集會正法經	ZH1438	5	5	67	67	
LQ0030	 佛說園生樹經	ZH1439	1	1	67	67	
LQ1075	聖觀自在菩薩功德讃	ZH1440	1	1	67	67	
LQ0273	佛說了義般若波羅蜜多經	ZH1441	1	1	67	67	
LQ0957	佛說帝釋巖秘密成就儀軌	ZH1442	1	1	67	67	
LQ0666	佛說勝軍王所問經	ZH1443	1	1	67	67	
LQ0903	佛說一切如來金剛三業最上秘密大教王經	ZH1444	7	7	67	67	
LQ1228	佛說最勝妙吉祥本智最上秘密一切名義三摩地分	ZH1445	2	2	67	67	
LQ1717	諸教決定名議論	ZH1446	1	1	67	67	
LQ0860	佛說大方廣未曾有經善巧方便品	ZH1447	1	1	67	67	
LQ0040	佛說輪王七寶經	ZH1448	1	1	67	67	
LQ0254	佛說佛母出生三法藏般若波羅蜜多經	ZH1449	25	25	67	67	
LQ0376	佛說大方廣善巧方便經	ZH1450	4	4	67	67	
LQ0859	佛說大乘不思議神通境界經	ZH1451	3	3	67	67	
LQ0853	佛說發菩提心破諸魔經	ZH1452	2	2	67	67	
LQ0283	佛說聖佛母般若波羅蜜多經	ZH1453	1	1	67	67	
LQ0153	佛說給孤獨長者女得度因緣經	ZH1454	3	3	67	67	
LQ0013	佛說大集法門經	ZH1455	2	2	67	67	
LQ1728	集諸法寶最上義論	ZH1456	2	2	67	67	
LQ0085	佛說凈意優婆塞所問經	ZH1457	1	1	67	67	
LQ1731	菩提心離相論	ZH1458	1	1	67	67	
LQ1644	大乘破有論	ZH1459	1	1	67	67	
LQ0905	佛說無二平等最上瑜伽大教王經	ZH1461	6	6	67	67	
LQ1727	集大乘相論	ZH1462	2	2	67	67	
LQ1190	佛說佛母般若波羅蜜多大明觀想儀軌	ZH1463	1	1	67	67	
LQ0500	佛說光明童子因緣經	ZH1464	4	4	67	67	
LQ0754	佛說入無分別法門經	ZH1465	1	1	67	67	
LQ1424	佛說寶帶陀羅尼經	ZH1466	1	1	67	67	
LQ1645	六十頌如理論	ZH1467	1	1	67	67	
LQ1460	佛說金身陀羅尼經	ZH1468	1	1	67	67	
LQ0904	佛說金剛場莊嚴般若波羅蜜多教中一分	ZH1469	1	1	67	67	
LQ1751	佛吉祥德讃	ZH1470	3	3	67	67	
LQ0090	佛說息諍因緣經	ZH1471	1	1	67	67	
LQ1646	大乘二十頌論	ZH1472	1	1	67	67	
LQ0123	佛說醫喻經	ZH1473	1	1	67	67	
LQ0142	佛說月喻經	ZH1474	1	1	67	67	
LQ1734	廣釋菩提心論	ZH1476	4	4	67	67	
LQ0405	佛說如幻三摩地無量印法門經	ZH1477	3	3	67	67	
LQ0140	佛說蟻喻經	ZH1478	1	1	67	67	
LQ0906	一切秘密最上名義大教王議軌	ZH1479	2	2	67	67	
LQ0008	佛說大堅固婆羅門緣起經	ZH1480	2	2	67	67	
LQ0901	佛說秘密三昧大教王經	ZH1481	4	4	67	67	
LQ1420	佛說施一切無畏陀羅尼經	ZH1482	1	1	67	67	
LQ0275	聖八千頌般若波羅密多一百八名真寶園義陀羅尼經	ZH1483	1	1	67	67	
LQ1128	佛說聖觀自在菩薩不空王秘密心陀羅尼經	ZH1484	1	1	67	67	
LQ0211	佛說灌頂王喻經	ZH1487	1	1	67	67	
LQ1746	廣大發願頌	ZH1488	1	1	67	67	
LQ0902	佛說秘密相經	ZH1489	3	3	67	67	
LQ0012	佛說尼拘陀梵志經	ZH1490	2	2	67	67	
LQ0010	佛說白衣金幢二婆羅門緣起經	ZH1491	3	3	67	67	
LQ0758	金光明經	ZH1492	4	4	67	67	
LQ0900	佛說一切如來真實攝大乘現證三昧大教王經	ZH1493	30	30	68	68	
LQ0233	佛說福力太子因緣經	ZH1494	4	4	68	68	
LQ0363	佛說無畏授所問大乘經	ZH1495	3	3	68	68	
LQ0225	佛說頂生王因緣經	ZH1496	6	6	68	68	
LQ0120	佛說勝義空經	ZH1497	1	1	68	68	
LQ0128	佛說清淨心經	ZH1498	1	1	68	68	
LQ0150	佛說五大施經	ZH1499	1	1	68	68	
LQ0110	佛說隨勇尊者經	ZH1500	1	1	68	68	
LQ1725	大乘寶要義論	ZH1501	10	10	68	68	
LQ0996	一切如來白傘蓋大佛頂陀羅尼	ZH1502	1	1	68	68	
LQ0997	一切如來白傘蓋大佛頂陀羅尼	ZH1503	1	1	68	68	
LQ0285	梵本般若波羅蜜多心經	ZH1504	1	1	68	68	
LQ0286	梵本般若波羅蜜多心經	ZH1505	1	1	68	68	
LQ1088	聖千手千眼觀自在菩薩摩訶薩廣大圓滿無礙大悲心陀羅尼曰	ZH1506	1	1	68	68	
LQ1090	大悲心陀羅尼	ZH1507	1	1	68	68	
LQ0989	尊勝佛頂真言修瑜伽法	ZH1508	2	2	68	68	
LQ0662	佛說除蓋障菩薩所問經	ZH1509	20	20	68	68	
LQ0885	金剛峯樓閣一切瑜伽瑜祗經	ZH1510	2	2	68	68	
LQ2850	熾盛光道場念誦儀	ZH1511	1	1	68	68	
LQ1232	妙吉祥平等秘密最上觀門大教王經	ZH1512	5	5	68	68	
LQ1758	佛說密跡力士大權神王經	ZH1513	1	1	68	68	
LQ1194	大隨求陀羅尼	ZH1514	1	1	68	68	
LQ0991	佛頂尊勝陀羅尼	ZH1515	1	1	68	68	
LQ1359	瑜伽集要救阿難陀羅尼熖口儀軌經	ZH1516	1	1	68	68	
LQ0570	佛說身毛喜豎經	ZH1517	3	3	68	68	
LQ1583	聖佛母般若波羅蜜多九頌精義論	ZH1518	2	2	68	68	
LQ0603	佛說大乘大方廣佛冠經	ZH1519	2	2	68	68	
LQ1565	佛說八種長義功德經	ZH1520	1	1	68	68	
LQ1465	釋教最上乘秘密臧陀羅尼集	ZH1521	30	30	68	68	
LQ0442	佛說海意菩薩所問淨印法門經	ZH1522	18	18	68	68	
LQ1155	金剛頂瑜伽他化自在天理趣會普賢修行念誦儀軌	ZH1523	1	1	68	68	
LQ1637	大乘中觀釋論	ZH1524	18	18	68	68	
LQ3904	一切佛菩薩名集	ZH1525	22	22	68	68	
LQ0501	金色童子因緣經	ZH1526	12	12	69	69	
LQ0910	佛說大悲空智金剛大教王儀軌	ZH1527	5	5	69	69	
LQ1607	施設論	ZH1528	7	7	69	69	
LQ0290	佛說開覺自性般若波羅蜜多經	ZH1529	4	4	69	69	
LQ1122	佛說如意輪蓮華心如來修行觀門儀	ZH1530	1	1	69	69	
LQ1462	金剛摧碎陀羅尼	ZH1532	1	1	69	69	
LQ0267	金剛頂瑜伽理趣般若經	ZH1533	1	1	69	69	
LQ1233	妙吉祥平等瑜伽秘密觀身成佛儀軌	ZH1534	1	1	69	69	
LQ0344	佛說如來不思議秘密大乘經	ZH1535	20	20	69	69	
LQ0611	佛說佛名經	ZH1536	30	30	69	69	
LQ0348	佛說大乘菩薩臧正法經	ZH1537	40	40	69	69	
LQ0893	金剛頂經一切如來真實攝大乘現證大教王經	ZH1538	2	2	69	69	
LQ1726	大乘集菩薩學論	ZH1539	25	25	69	69	
LQ0387	佛說大乘入諸佛境界智光明莊嚴經	ZH1540	5	5	69	69	
LQ0547	十不善業道經	ZH1541	1	1	69	69	
LQ0546	六趣輪迴經	ZH1542	1	1	69	69	
LQ1702	尼乾子問無我義經	ZH1543	1	1	69	69	
LQ1757	事師法五十頌	ZH1544	1	1	69	69	
LQ1092	大悲心陀羅尼修行念誦略儀	ZH1545	1	1	69	69	
LQ2694	大元帝師說根本一切有部出家授近圓羯磨儀範上	ZH1546	1	1	69	69	
LQ2695	大元帝師說根本一切有部苾芻習學畧法一	ZH1547	1	1	69	69	
LQ1234	妙吉祥平等觀門大教王經畧出護摩儀	ZH1548	1	1	69	69	
LQ0548	諸法集要經	ZH1549	10	10	69	69	
LQ1741	福蓋正行所集經	ZH1550	12	12	69	69	
LQ0352	父子合集經	ZH1551	20	20	69	69	
LQ2010	大方廣佛和華嚴經合論	ZH1552	120	120	70	70	
LQ0999	佛說大白傘蓋總持陀羅尼經	ZH1553	1	1	71	71	
LQ0998	佛頂大白傘蓋陀羅尼經	ZH1554	1	1	71	71	
LQ1231	唐言诵聖妙吉祥真實名	ZH1555	1	1	71	71	
LQ1238	聖者文殊師利發菩提心愿文	ZH1556	1	1	71	71	
LQ1704	彰所知論	ZH1557	2	2	71	71	
LQ3042	初學記	ZH1558	1	1	71	71	
LQ3043	正行集	ZH1559	1	1	71	71	
LQ1463	佛說壞相金剛陀羅尼經	ZH1560	1	1	71	71	
LQ1230	佛說文殊菩薩最勝真實名義經	ZH1561	1	1	71	71	
LQ0942	藥師琉璃光七佛本願功德經念誦儀軌	ZH1562	2	2	71	71	
LQ0943	藥師琉璃光七佛本願功德經念誦儀軌供養法	ZH1563	1	1	71	71	
LQ2854	密呪圓因往生集	ZH1565	1	1	71	71	
LQ2853	顯密圓通成佛心要集	ZH1566	2	2	71	71	
LQ1085	梵本大悲神咒	ZH1568	1	1	71	71	
LQ3888	法苑珠林	ZH1569	100	100	71	72	
LQ3703	傳燈玉英集	ZH1570	15	15	72	72	
LQ3957	景𧙗天竺字源	ZH1571	7	7	72	72	
LQ3974	天聖釋教總錄	ZH1572	3	3	72	72	
LQ3828	元至元辨偽錄 	ZH1573	5	5	73	73	
LQ3855	圓覺道場修證儀 	ZH1574	18	18	73	73	
LQ3704	天聖廣燈錄 	ZH1575	30	30	73	73	
LQ3973	大中祥符法寶錄 	ZH1577	22	22	73	73	
LQ3975	景祐新修法寶錄 	ZH1578	22	22	73	73	目录中没有写22卷的序号
LQ3699	雙峯山曹侯溪寶林傳 	ZH1579	10	10	73	73	
LQ3911	御製秘藏詮 	ZH1580	30	30	73	73	
LQ3912	御製佛賦 	ZH1581	2	2	73	73	
LQ3913	御製詮源歌 	ZH1582	1	1	73	73	
LQ3914	御製蓮花心輪廻文偈頌 	ZH1583	25	25	73	73	
LQ3915	御製逍遙詠 	ZH1584	11	11	73	73	
LQ3702	景德傳燈錄	ZH1585	30	30	74	74	
LQ3705	建中靖國績燈錄	ZH1586	30	30	74	74	
LQ3719	績傳燈錄	ZH1587	36	36	74	74	
LQ3707	嘉泰普燈錄	ZH1588	30	30	75	75	
LQ3714	五燈會元目錄	ZH1589	57	57	75	75	
LQ3916	御製緣識	ZH1591	5	5	75	75	
LQ0732	佛說大乘智印經	ZH1592	5	5	76	76	
LQ0466	佛說大乘僧伽吒法義經	ZH1593	7	7	76	76	
LQ1555	佛說清淨毗奈耶最上大乘經	ZH1594	3	3	76	76	
LQ0753	佛說大乘隨轉宣說諸法經	ZH1595	3	3	76	76	
LQ0682	佛說巨力長者所問大乘經	ZH1596	3	3	76	76	
LQ0575	佛說法乘義決定經	ZH1597	3	3	76	76	
LQ1229	文殊所說最勝名義經	ZH1598	2	2	76	76	
LQ0220	菩薩本生鬘論	ZH1599	16	16	76	76	
LQ3008	宗鏡錄	ZH1600	100	100	76	76	
LQ2994	六祖大師法寶壇經	ZH1601	1	1	76	76	
LQ2993	六祖大師法寶壇經	ZH1602	1	1	76	76	
LQ3505	明覺禪師語錄	ZH1603	6	6	76	76	
LQ3120	圓悟佛果禪師語錄	ZH1604	17	17	76	77	
LQ3088	黃檗山斷際法師傳心法要	ZH1605	1	1	77	77	
LQ3127	大慧普覺禪師語錄	ZH1607	30	30	77	77	
LQ3129	大慧普覺禪師宗門武庫	ZH1608	1	1	77	77	
LQ3122	雪堂行和尚拾遺錄	ZH1609	1	1	77	77	
LQ3130	大慧普覺禪師年譜	ZH1610	1	1	77	77	
LQ3553	宗門統要續集	ZH1611	20	20	77	77	
LQ3073-1	古尊宿語錄	ZH1613	48	48	77	77	
LQ3073-2	古尊宿語錄（別本）	ZH1614	48	48	78	78	
LQ3826	輔教篇	ZH1615	3	3	78	78	
LQ3708-1	傳法正宗記	ZH1616	9	9	78	78	
LQ3708-3	傳法正宗論	ZH1617	2	2	78	78	
LQ3708-2	傳法正宗定祖圖	ZH1618	2	2	78	78	
LQ3708-2	傳法正宗定祖圖	ZH1618	2	2	78	78	
LQ3203	天目中峰和尚廣錄	ZH1619	30	30	78	78	
LQ3004	永嘉集	ZH1621	1	1	78	78	
LQ3561	永嘉證道歌	ZH1622	1	1	78	78	
LQ3534-1	禪宗頌古聯珠通集	ZH1623	21	21	78	78	
LQ3534-2	禪宗頌古聯珠通集（別本）	ZH1624	40	40	78	78	
LQ3140	慧文正辯佛日普照元叟端襌師語録	ZH1625	4	4	79	79	
LQ3142	佛日普照慧辯楚石襌師語録	ZH1626	16	16	79	79	
LQ3026	禪林寶訓	ZH1627	4	4	79	79	
LQ3721	襌宗正脉	ZH1628	20	20	79	79	
LQ3829	三教平心論	ZH1629	2	2	79	79	
LQ2572	晉僧肇法師寳藏	ZH1630	1	1	79	79	
LQ3824	護法論	ZH1631	1	1	79	79	
LQ3525	敕修百丈清规	ZH1632	8	8	79	79	
LQ3021	缁門警訓	ZH1633	10	10	79	79	
LQ3825	鐔津文集	ZH1634	19	19	79	79	
LQ3007	禪源諸詮集	ZH1635	4	4	80	80	
LQ3579	高麗國普照禪師修心訣	ZH1636	1	1	80	80	
LQ3578	真心直説	ZH1637	1	1	80	80	
LQ3025	禪宗决疑集	ZH1638	1	1	80	80	
LQ2915	廬山蓮宗寳鑑	ZH1639	10	10	80	80	
LQ3011	永明智觉襌師唯心訣·智訣禪師定慧相資歌·警世	ZH1640	1	1	80	80	
LQ3232	龍池幻有禪師语録	ZH1641	10	10	80	80	
LQ3242	天隠禪師语録	ZH1642	20	20	80	80	
LQ3241	天隠和尚语（别本）	ZH1643	15	15	80	80	
LQ3239	密雲禪師语録	ZH1644	10	10	80	80	
LQ3238	密雲禪師语録（别本）	ZH1645	12	12	80	80	
LQ3240	雪嶠禪師语録	ZH1646	10	10	80	80	
LQ3263	大覺普濟能仁玉琳琇國師语録	ZH1647	7	7	80	80	
LQ3319	明道正覚茚溪森禪師语録	ZH1648	3	3	80	80	
LQ3251	天童弘覺忞禪師語錄 	ZH1649	20	20	81	81	
LQ3265	南嶽山茨際禪師語錄 	ZH1650	4	4	81	81	
LQ3364	明覺聰禪師語錄 	ZH1651	20	20	81	81	
LQ3469	長慶宗寶獨禪師語錄 	ZH1652	6	6	81	81	
LQ3079	禦選語錄 	ZH1653	40	40	81	81	
LQ3009	禦錄宗鏡大綱 	ZH1654	20	20	81	81	
LQ3900	禦錄經海一滴 	ZH1655	20	20	82	82	
LQ3012	永明心賦註 	ZH1656	4	4	82	82	
LQ3537	佛果圜悟禪師碧巖集 	ZH1657	10	10	82	82	
LQ3610	佛祖統紀 	ZH1658	54	54	82	82	
LQ3614	佛祖歷代通載 	ZH1659	36	36	82	83	
LQ2827	國清百錄	ZH1660	4	4	83	83	
LQ3746	八十八祖傳贊	ZH1661	5	5	83	83	
LQ3522	紫柏尊者全集	ZH1662	30	30	83	83	
LQ3235	憨山大師夢遊全集	ZH1663	55	55	83	84	
LQ3951	翻譯名義集	ZH1664	20	20	84	84	
LQ3895	大明三藏法數	ZH1665	38	38	84	84	
LQ3896	教乘法數	ZH1666	40	40	85	85	
LQ3897	重訂教乘法數	ZH1667	30	30	85	85	
LQ1998	大方廣佛華嚴經疏	ZH1668	31	31	85	86	
LQ1999-1	大方廣佛華嚴經隨疏演義鈔	ZH1669		107	86	87	
LQ1999-2	華嚴經隨疏演義鈔	ZH1671	60	60	87	87	
LQ2002	大方廣華嚴經疏鈔會本	ZH1672	80	80	88	89	
LQ2004	華嚴經疏科	ZH1677	20	20	90	90	
LQ2023	華嚴懸談會玄記	ZH1678	40	40	90	90	
LQ2000-2	大方廣佛華嚴經疏演義鈔	ZH1679	29	29	91	91	
LQ2654	解迷顯智成悲十明論	ZH1680	1	1	92	92	
LQ2031	大方廣佛華嚴經普賢行愿品別行鈔會本	ZH1681	1	1	92	92	
LQ2204-1	大方廣圓覺經略疏科一卷	ZH1683	1	1	92	92	
LQ2204-2	大方廣圓覺經略疏科（別本）一卷	ZH1684	1	1	92	92	
LQ2205	大方廣圓覺修多羅了義經 略疏	ZH1685	2	4	92	92	
LQ2207	圓覺經略疏之鈔二十五卷	ZH1687	25	26	92	92	
LQ2201	大方廣圓覺經大疏三卷	ZH1688	3	3	92	92	每一卷都有上中下三卷
LQ2522	起信論疏科文（別本）	ZH1694	1	1	92	92	
LQ2523	大乘起信論疏四卷	ZH1695	4	4	92	92	
LQ2524	起信論疏筆削記二十卷	ZH1696	20	20	92	92	
LQ1914	妙法蓮華經玄義	ZH1697	20	20	93	93	
LQ1916	法華玄義釋籤	ZH1699	20	20	93	93	
LQ1917	妙法莲华经玄義釋籤	ZH1701	40	40	93	93	
LQ1926	妙法蓮華經文句	ZH1702	10	10	94	94	
LQ1927	法華文句記	ZH1703	10	10	94	94	
